name,pokedex_number,type1,type2,abilities,generation,is_legendary,base_total,capture_rate,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,classfication,defense,experience_growth,height_m,hp,japanese_name,percentage_male,sp_attack,sp_defense,speed,weight_kg
Azurill,298,normal,fairy,"['Thick Fat', 'Huge Power', 'Sap Sipper']",3,0,190,150,0.5,0.5,0,1,1,1,1,1,0,1,1,1,1,2,1,1,2,1,20,2560,70,Polka Dot Pokémon,40,800000,0.2,50,Ruririルリリ,24.6,20,40,20,2
Nosepass,299,rock,,"['Sturdy', 'Magnet Pull', 'Sand Force']",3,0,375,255,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,45,5120,70,Compass Pokémon,135,1000000,1,30,Nosepassノズパス,50,45,90,30,97
Skitty,300,normal,,"['Cute Charm', 'Normalize', 'Wonder Skin ']",3,0,260,255,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,45,3840,70,Kitten Pokémon,45,800000,0.6,50,Enecoエネコ,24.6,35,35,50,11
Delcatty,301,normal,,"['Cute Charm', 'Normalize', 'Wonder Skin ']",3,0,400,60,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,65,3840,70,Prim Pokémon,65,800000,1.1,70,Enekororoエネコロロ,24.6,55,55,90,32.6
Sableye,302,dark,ghost,"['Keen Eye', 'Stall', 'Prankster']",3,0,480,45,1,1,1,1,2,0,1,1,1,1,1,1,0,0.5,0,1,1,1,85,6400,35,Darkness Pokémon,125,1059860,0.5,50,Yamiramiヤミラミ,50,85,115,20,11
Mawile,303,steel,fairy,"['Hyper Cutter', 'Intimidate', 'Sheer Force']",3,0,480,45,0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1,105,5120,70,Deceiver Pokémon,125,800000,0.6,50,Kucheatクチート,50,55,95,50,11.5
Aron,304,steel,rock,"['Sturdy', 'Rock Head', 'Heavy Metal']",3,0,330,180,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,70,8960,35,Iron Armor Pokémon,100,1250000,0.4,50,Cokodoraココドラ,50,40,40,30,60
Lairon,305,steel,rock,"['Sturdy', 'Rock Head', 'Heavy Metal']",3,0,430,90,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,90,8960,35,Iron Armor Pokémon,140,1250000,0.9,60,Kodoraコドラ,50,50,50,40,120
Aggron,306,steel,rock,"['Sturdy', 'Rock Head', 'Heavy Metal']",3,0,630,45,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,140,8960,35,Iron Armor Pokémon,230,1250000,2.1,70,Bossgodoraボスゴドラ,50,60,80,50,360
Meditite,307,fighting,psychic,"['Pure Power', 'Telepathy']",3,0,280,180,1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,40,5120,70,Meditate Pokémon,55,1000000,0.6,30,Asananアサナン,50,40,55,60,11.2
Medicham,308,fighting,psychic,"['Pure Power', 'Telepathy']",3,0,510,90,1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,100,5120,70,Meditate Pokémon,85,1000000,1.3,60,Charemチャーレム,50,80,85,100,31.5
Electrike,309,electric,,"['Static', 'Lightningrod', 'Minus']",3,0,295,120,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,45,5120,70,Lightning Pokémon,40,1250000,0.6,40,Rakuraiラクライ,50,65,40,65,15.2
Manectric,310,electric,,"['Static', 'Lightningrod', 'Minus']",3,0,575,45,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,75,5120,70,Discharge Pokémon,80,1250000,1.5,70,Livoltライボルト,50,135,80,135,40.2
Plusle,311,electric,,"['Plus', 'Lightningrod']",3,0,405,200,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,50,5120,70,Cheering Pokémon,40,1000000,0.4,60,Prasleプラスル,50,85,75,95,4.2
Minun,312,electric,,"['Minus', 'Volt Absorb']",3,0,405,200,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,40,5120,70,Cheering Pokémon,50,1000000,0.4,60,Minunマイナン,50,75,85,95,4.2
Volbeat,313,bug,,"['Illuminate', 'Swarm', 'Prankster']",3,0,430,150,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,73,3840,70,Firefly Pokémon,75,600000,0.7,65,Barubeatバルビート,100,47,85,85,17.7
Illumise,314,bug,,"['Oblivious', 'Tinted Lens', 'Prankster']",3,0,430,150,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,47,3840,70,Firefly Pokémon,75,1640000,0.6,65,Illumiseイルミーゼ,0,73,85,85,17.7
Roselia,315,grass,poison,"['Natural Cure', 'Poison Point', 'Leaf Guard']",3,0,400,150,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,60,5120,70,Thorn Pokémon,45,1059860,0.3,50,Roseliaロゼリア,50,100,80,65,2
Gulpin,316,poison,,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",3,0,302,225,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,43,5120,70,Stomach Pokémon,53,1640000,0.4,70,Gokulinゴクリン,50,43,53,40,10.3
Swalot,317,poison,,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",3,0,467,75,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,73,5120,70,Poison Bag Pokémon,83,1640000,1.7,100,Marunoomマルノーム,50,73,83,55,80
Carvanha,318,water,dark,"['Rough Skin', 'Speed Boost']",3,0,305,225,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,90,5120,35,Savage Pokémon,20,1250000,0.8,45,Kibanhaキバニア,50,65,20,65,20.8
Sharpedo,319,water,dark,"['Rough Skin', 'Speed Boost']",3,0,560,60,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,140,5120,35,Brutal Pokémon,70,1250000,1.8,70,Samehaderサメハダー,50,110,65,105,88.8
Wailmer,320,water,,"['Water Veil', 'Oblivious', 'Pressure']",3,0,400,125,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,70,10240,70,Ball Whale Pokémon,35,1640000,2,130,Hoerukoホエルコ,50,70,35,60,130
Wailord,321,water,,"['Water Veil', 'Oblivious', 'Pressure']",3,0,500,60,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,90,10240,70,Float Whale Pokémon,45,1640000,14.5,170,Whalohホエルオー,50,90,45,60,398
Numel,322,fire,ground,"['Oblivious', 'Simple', 'Own Tempo']",3,0,305,255,0.5,1,1,0,0.5,1,0.5,1,1,1,2,1,1,0.5,1,1,0.5,4,60,5120,70,Numb Pokémon,40,1000000,0.7,60,Donmelドンメル,50,65,45,35,24
Camerupt,323,fire,ground,"['Magma Armor', 'Solid Rock', 'Anger Point']",3,0,560,150,0.5,1,1,0,0.5,1,0.5,1,1,1,2,1,1,0.5,1,1,0.5,4,120,5120,70,Eruption Pokémon,100,1000000,1.9,70,Bakuudaバクーダ,50,145,105,20,220
Torkoal,324,fire,,"['White Smoke', 'Drought', 'Shell Armor']",3,0,470,90,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,85,5120,70,Coal Pokémon,140,1000000,0.5,70,Cotoiseコータス,50,85,70,20,80.4
Spoink,325,psychic,,"['Thick Fat', 'Own Tempo', 'Gluttony']",3,0,330,255,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,25,5120,70,Bounce Pokémon,35,800000,0.7,60,Banebooバネブー,50,70,80,60,30.6
Grumpig,326,psychic,,"['Thick Fat', 'Own Tempo', 'Gluttony']",3,0,470,60,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,45,5120,70,Manipulate Pokémon,65,800000,0.9,80,Boopigブーピッグ,50,90,110,80,71.5
Spinda,327,normal,,"['Own Tempo', 'Tangled Feet', 'Contrary']",3,0,360,255,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,60,3840,70,Spot Panda Pokémon,60,800000,1.1,60,Patcheelパッチール,50,60,60,60,5
Trapinch,328,ground,,"['Hyper Cutter', 'Arena Trap', 'Sheer Force']",3,0,290,255,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,100,5120,70,Ant Pit Pokémon,45,1059860,0.7,45,Nuckrarナックラー,50,45,45,10,15
Vibrava,329,ground,dragon,['Levitate'],3,0,340,120,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,70,5120,70,Vibration Pokémon,50,1059860,1.1,50,Vibravaビブラーバ,50,50,50,70,15.3
Flygon,330,ground,dragon,['Levitate'],3,0,520,45,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,100,5120,70,Mystic Pokémon,80,1059860,2,80,Flygonフライゴン,50,80,80,100,82
Cacnea,331,grass,,"['Sand Veil', 'Water Absorb']",3,0,335,190,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,85,5120,35,Cactus Pokémon,40,1059860,0.4,50,Saboneaサボネア,50,85,40,35,51.3
Cacturne,332,grass,dark,"['Sand Veil', 'Water Absorb']",3,0,475,60,4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5,115,5120,35,Scarecrow Pokémon,60,1059860,1.3,70,Noctusノクタス,50,115,60,55,77.4
Swablu,333,normal,flying,"['Natural Cure', 'Cloud Nine']",3,0,310,255,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,40,5120,70,Cotton Bird Pokémon,60,600000,0.4,45,Tylttoチルット,50,40,75,50,1.2
Altaria,334,dragon,flying,"['Natural Cure', 'Cloud Nine']",3,0,590,45,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,110,5120,70,Humming Pokémon,110,600000,1.1,75,Tyltalisチルタリス,50,110,105,80,20.6
Zangoose,335,normal,,"['Immunity', 'Toxic Boost']",3,0,458,90,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,115,5120,70,Cat Ferret Pokémon,60,600000,1.3,73,Zangooseザングース,50,60,60,90,40.3
Seviper,336,poison,,"['Shed Skin', 'Infiltrator']",3,0,458,90,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,100,5120,70,Fang Snake Pokémon,60,1640000,2.7,73,Habunakeハブネーク,50,100,60,65,52.5
Lunatone,337,rock,psychic,['Levitate'],3,0,460,45,2,2,1,1,1,1,0.5,0.5,2,2,2,1,0.5,0.5,0.5,1,2,2,55,6400,70,Meteorite Pokémon,65,800000,1,90,Lunatoneルナトーン,,95,85,70,168
Solrock,338,rock,psychic,['Levitate'],3,0,460,45,2,2,1,1,1,1,0.5,0.5,2,2,2,1,0.5,0.5,0.5,1,2,2,95,6400,70,Meteorite Pokémon,85,800000,1.2,90,Solrockソルロック,,55,65,70,154
Barboach,339,water,ground,"['Oblivious', 'Anticipation', 'Hydration']",3,0,288,190,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,48,5120,70,Whiskers Pokémon,43,1000000,0.4,50,Dojoachドジョッチ,50,46,41,60,1.9
Whiscash,340,water,ground,"['Oblivious', 'Anticipation', 'Hydration']",3,0,468,75,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,78,5120,70,Whiskers Pokémon,73,1000000,0.9,110,Namazunナマズン,50,76,71,60,23.6
Corphish,341,water,,"['Hyper Cutter', 'Shell Armor', 'Adaptability']",3,0,308,205,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,80,3840,70,Ruffian Pokémon,65,1640000,0.6,43,Heiganiヘイガニ,50,50,35,35,11.5
Crawdaunt,342,water,dark,"['Hyper Cutter', 'Shell Armor', 'Adaptability']",3,0,468,155,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,120,3840,70,Rogue Pokémon,85,1640000,1.1,63,Shizarigerシザリガー,50,90,55,55,32.8
Baltoy,343,ground,psychic,['Levitate'],3,0,300,255,2,2,1,0,1,0.5,1,1,2,2,1,2,1,0.5,0.5,0.5,1,2,40,5120,70,Clay Doll Pokémon,55,1000000,0.5,40,Yajilonヤジロン,,40,70,55,21.5
Claydol,344,ground,psychic,['Levitate'],3,0,500,90,2,2,1,0,1,0.5,1,1,2,2,1,2,1,0.5,0.5,0.5,1,2,70,5120,70,Clay Doll Pokémon,105,1000000,1.5,60,Nendollネンドール,,70,120,75,108
Lileep,345,rock,grass,"['Suction Cups', 'Storm Drain']",3,0,355,45,2,1,1,0.5,1,2,1,1,1,1,1,2,0.5,1,1,1,2,1,41,7680,70,Sea Lily Pokémon,77,600000,1,66,Lilylaリリーラ,88.1,61,87,23,23.8
Cradily,346,rock,grass,"['Suction Cups', 'Storm Drain']",3,0,495,45,2,1,1,0.5,1,2,1,1,1,1,1,2,0.5,1,1,1,2,1,81,7680,70,Barnacle Pokémon,97,600000,1.5,86,Yuradleユレイドル,88.1,81,107,43,60.4
Anorith,347,rock,bug,"['Battle Armor', 'Swift Swim']",3,0,355,45,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,95,7680,70,Old Shrimp Pokémon,50,600000,0.7,45,Anopthアノプス,88.1,40,50,75,12.5
Armaldo,348,rock,bug,"['Battle Armor', 'Swift Swim']",3,0,495,45,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,125,7680,70,Plate Pokémon,100,600000,1.5,75,Armaldoアーマルド,88.1,70,80,45,68.2
Feebas,349,water,,"['Swift Swim', 'Oblivious', 'Adaptability']",3,0,200,255,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,15,5120,70,Fish Pokémon,20,600000,0.6,20,Hinbassヒンバス,50,10,55,80,7.4
Milotic,350,water,,"['Marvel Scale', 'Competitive', 'Cute Charm']",3,0,540,60,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,60,5120,70,Tender Pokémon,79,600000,6.2,95,Milokarossミロカロス,50,100,125,81,162
Castform,351,normal,,['Forecast'],3,0,420,45,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,70,6400,70,Weather Pokémon,70,1000000,0.3,70,Powalenポワルン,50,70,70,70,0.8
Kecleon,352,normal,,"['Color Change', 'Protean']",3,0,440,200,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,90,5120,70,Color Swap Pokémon,70,1059860,1,60,Kakureonカクレオン,50,60,120,40,22
Shuppet,353,ghost,,"['Insomnia', 'Frisk', 'Cursed Body']",3,0,295,225,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,75,6400,35,Puppet Pokémon,35,800000,0.6,44,Kagebouzuカゲボウズ,50,63,33,45,2.3
Banette,354,ghost,,"['Insomnia', 'Frisk', 'Cursed Body']",3,0,555,45,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,165,6400,35,Marionette Pokémon,75,800000,1.1,64,Juppetaジュペッタ,50,93,83,75,12.5
Duskull,355,ghost,,"['Levitate', 'Frisk']",3,0,295,190,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,40,6400,35,Requiem Pokémon,90,800000,0.8,20,Yomawaruヨマワル,50,30,90,25,15
Dusclops,356,ghost,,"['Pressure', 'Frisk']",3,0,455,90,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,70,6400,35,Beckon Pokémon,130,800000,1.6,40,Samayouruサマヨール,50,60,130,25,30.6
Tropius,357,grass,flying,"['Chlorophyll', 'Solar Power', 'Harvest']",3,0,460,200,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,68,6400,70,Fruit Pokémon,83,1250000,2,99,Tropiusトロピウス,50,72,87,51,100
Chimecho,358,psychic,,['Levitate'],3,0,455,45,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,50,6400,70,Wind Chime Pokémon,80,800000,0.6,75,Chireanチリーン,50,95,90,65,1
Absol,359,dark,,"['Pressure', 'Super Luck', 'Justified']",3,0,565,30,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,150,6400,35,Disaster Pokémon,60,1059860,1.2,65,Absolアブソル,50,115,60,115,47
Wynaut,360,psychic,,"['Shadow Tag', 'Telepathy']",3,0,260,125,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,23,5120,70,Bright Pokémon,48,1000000,0.6,95,Sohnanoソーナノ,50,23,48,23,14
Snorunt,361,ice,,"['Inner Focus', 'Ice Body', 'Moody']",3,0,300,190,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,50,5120,70,Snow Hat Pokémon,50,1000000,0.7,50,Yukiwarashiユキワラシ,50,50,50,50,16.8
Glalie,362,ice,,"['Inner Focus', 'Ice Body', 'Moody']",3,0,580,75,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,120,5120,70,Face Pokémon,80,1000000,1.5,80,Onigohriオニゴーリ,50,120,80,100,256.5
Spheal,363,ice,water,"['Thick Fat', 'Ice Body', 'Oblivious']",3,0,290,255,1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,40,5120,70,Clap Pokémon,50,1059860,0.8,70,Tamazarashiタマザラシ,50,55,50,25,39.5
Sealeo,364,ice,water,"['Thick Fat', 'Ice Body', 'Oblivious']",3,0,410,120,1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,60,5120,70,Ball Roll Pokémon,70,1059860,1.1,90,Todogglerトドグラー,50,75,70,45,87.6
Walrein,365,ice,water,"['Thick Fat', 'Ice Body', 'Oblivious']",3,0,530,45,1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,80,5120,70,Ice Break Pokémon,90,1059860,1.4,110,Todoserugaトドゼルガ,50,95,90,65,150.6
Clamperl,366,water,,"['Shell Armor', 'Rattled']",3,0,345,255,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,64,5120,70,Bivalve Pokémon,85,600000,0.4,35,Pearluluパールル,50,74,55,32,52.5
Huntail,367,water,,"['Swift Swim', 'Water Veil']",3,0,485,60,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,104,5120,70,Deep Sea Pokémon,105,600000,1.7,55,Huntailハンテール,50,94,75,52,27
Gorebyss,368,water,,"['Swift Swim', 'Hydration']",3,0,485,60,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,84,5120,70,South Sea Pokémon,105,600000,1.8,55,Sakurabyssサクラビス,50,114,75,52,22.6
Relicanth,369,water,rock,"['Swift Swim', 'Rock Head', 'Sturdy']",3,0,485,25,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,90,10240,70,Longevity Pokémon,130,1250000,1,100,Glanthジーランス,88.1,45,65,55,23.4
Luvdisc,370,water,,"['Swift Swim', 'Hydration']",3,0,330,225,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,30,5120,70,Rendezvous Pokémon,55,800000,0.6,43,Lovecusラブカス,24.6,40,65,97,8.7
Bagon,371,dragon,,"['Rock Head', 'Sheer Force']",3,0,300,45,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,75,10240,35,Rock Head Pokémon,60,1250000,0.6,45,Tatsubayタツベイ,50,40,30,50,42.1
Shelgon,372,dragon,,"['Rock Head', 'Overcoat']",3,0,420,45,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,95,10240,35,Endurance Pokémon,100,1250000,1.1,65,Komoruuコモルー,50,60,50,50,110.5
Salamence,373,dragon,flying,"['Intimidate', 'Moxie']",3,0,700,45,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,145,10240,35,Dragon Pokémon,130,1250000,1.5,95,Bohmanderボーマンダ,50,120,90,120,102.6
Beldum,374,steel,psychic,"['Clear Body', 'Light Metal']",3,0,300,3,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,55,10240,35,Iron Ball Pokémon,80,1250000,0.6,40,Dumbberダンバル,,35,60,30,95.2
Metang,375,steel,psychic,"['Clear Body', 'Light Metal']",3,0,420,3,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,75,10240,35,Iron Claw Pokémon,100,1250000,1.2,60,Metangメタング,,55,80,50,202.5
Metagross,376,steel,psychic,"['Clear Body', 'Light Metal']",3,0,700,3,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,145,10240,35,Iron Leg Pokémon,150,1250000,1.6,80,Metagrossメタグロス,,105,110,110,550
Regirock,377,rock,,"['Clear Body', 'Sturdy']",3,1,580,3,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,100,20480,35,Rock Peak Pokémon,200,1250000,1.7,80,Regirockレジロック,,50,100,50,230
Regice,378,ice,,"['Clear Body', 'Ice Body']",3,1,580,3,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,50,20480,35,Iceberg Pokémon,100,1250000,1.8,80,Regiceレジアイス,,100,200,50,175
Registeel,379,steel,,"['Clear Body', 'Light Metal']",3,1,580,3,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,75,20480,35,Iron Pokémon,150,1250000,1.9,80,Registeelレジスチル,,75,150,50,205
Latias,380,dragon,psychic,['Levitate'],3,1,700,3,2,2,2,0.5,2,0.5,0.5,1,2,0.5,1,2,1,1,0.5,1,1,0.5,100,30720,90,Eon Pokémon,120,1250000,1.4,80,Latiasラティアス,0,140,150,110,40
Latios,381,dragon,psychic,['Levitate'],3,1,700,3,2,2,2,0.5,2,0.5,0.5,1,2,0.5,1,2,1,1,0.5,1,1,0.5,130,30720,90,Eon Pokémon,100,1250000,2,80,Latiosラティオス,100,160,120,110,60
Kyogre,382,water,,['Drizzle'],3,1,770,3,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,150,30720,0,Sea Basin Pokémon,90,1250000,4.5,100,Kyogreカイオーガ,,180,160,90,352
Groudon,383,ground,,['Drought'],3,1,770,3,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,180,30720,0,Continent Pokémon,160,1250000,3.5,100,Groudonグラードン,,150,90,90,950
Rayquaza,384,dragon,flying,['Air Lock'],3,1,780,45,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,180,30720,0,Sky High Pokémon,100,1250000,7,105,Rayquazaレックウザ,,180,100,115,206.5
Jirachi,385,steel,psychic,['Serene Grace'],3,1,600,3,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,100,30720,100,Wish Pokémon,100,1250000,0.3,100,Jirachiジラーチ,,100,100,100,1.1
Deoxys,386,psychic,,['Pressure'],3,1,600,3,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,95,30720,0,DNA Pokémon,90,1250000,1.7,50,Deoxysデオキシス,,95,90,180,60.8
Turtwig,387,grass,,"['Overgrow', 'Shell Armor']",4,0,318,45,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,68,5120,70,Tiny Leaf Pokémon,64,1059860,0.4,55,Naetleナエトル,88.1,45,55,31,10.2
Grotle,388,grass,,"['Overgrow', 'Shell Armor']",4,0,405,45,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,89,5120,70,Grove Pokémon,85,1059860,1.1,75,Hayashigameハヤシガメ,88.1,55,65,36,97
Torterra,389,grass,ground,"['Overgrow', 'Shell Armor']",4,0,525,45,2,1,1,0,1,1,2,2,1,1,0.5,4,1,1,1,0.5,1,1,109,5120,70,Continent Pokémon,105,1059860,2.2,95,Dodaitoseドダイトス,88.1,75,85,56,310
Chimchar,390,fire,,"['Blaze', 'Iron Fist']",4,0,309,45,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,58,5120,70,Chimp Pokémon,44,1059860,0.5,44,Hikozaruヒコザル,88.1,58,44,61,6.2
Monferno,391,fire,fighting,"['Blaze', 'Iron Fist']",4,0,405,45,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,78,5120,70,Playful Pokémon,52,1059860,0.9,64,Moukazaruモウカザル,88.1,78,52,81,22
Infernape,392,fire,fighting,"['Blaze', 'Iron Fist']",4,0,534,45,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,104,5120,70,Flame Pokémon,71,1059860,1.2,76,Goukazaruゴウカザル,88.1,104,71,108,55
Piplup,393,water,,"['Torrent', 'Defiant']",4,0,314,45,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,51,5120,70,Penguin Pokémon,53,1059860,0.4,53,Pochamaポッチャマ,88.1,61,56,40,5.2
Prinplup,394,water,,"['Torrent', 'Defiant']",4,0,405,45,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,66,5120,70,Penguin Pokémon,68,1059860,0.8,64,Pottaishiポッタイシ,88.1,81,76,50,23
Empoleon,395,water,steel,"['Torrent', 'Defiant']",4,0,530,45,0.5,1,0.5,2,0.5,2,1,0.5,1,1,2,0.25,0.5,0,0.5,0.5,0.25,0.5,86,5120,70,Emperor Pokémon,88,1059860,1.7,84,Emperteエンペルト,88.1,111,101,60,84.5
Starly,396,normal,flying,"['Keen Eye', 'Reckless']",4,0,245,255,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,55,3840,70,Starling Pokémon,30,1059860,0.3,40,Mukkuruムックル,50,30,30,60,2
Staravia,397,normal,flying,"['Intimidate', 'Reckless']",4,0,340,120,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,75,3840,70,Starling Pokémon,50,1059860,0.6,55,Mukubirdムクバード,50,40,40,80,15.5
Staraptor,398,normal,flying,"['Intimidate', 'Reckless']",4,0,485,45,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,120,3840,70,Predator Pokémon,70,1059860,1.2,85,Mukuhawkムクホーク,50,50,60,100,24.9
Bidoof,399,normal,,"['Simple', 'Unaware', 'Moody']",4,0,250,255,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,45,3840,70,Plump Mouse Pokémon,40,1000000,0.5,59,Bippaビッパ,50,35,40,31,20
